timestamp_ms,imu_pitch_deg,imu_pitch_vel,state,rep_id,ecg_raw,ecg_env
7694,-5.516,-38.102,1,0,289,3.290532657047977
7704,-5.166,-37.406,1,0,301,3.3181573331232515
7714,-4.8,-36.907,1,0,319,3.344387134327631
7724,-4.39,-35.932,1,0,277,3.368777566340866
7734,-3.935,-34.458,1,0,323,3.3910826311136995
7744,-3.471,-33.189,1,0,287,3.411360416268134
7754,-3.01,-32.213,1,0,288,3.42993991308454
7764,-2.544,-31.328,1,0,309,3.4472832670004876
7774,-2.096,-30.988,1,0,262,3.463817776215313
7784,-1.677,-31.263,1,0,307,3.4798055917816986
7794,-1.285,-31.981,1,0,277,3.49527278787654
7804,-0.918,-33.109,1,0,274,3.5099853805584695
7814,-0.562,-34.374,1,0,294,3.5235025162209825
7824,-0.227,-35.825,1,0,250,3.5353416070645935
7834,0.102,-36.962,1,0,295,3.5451745210038736
7844,0.424,-37.738,1,0,271,3.5529178273312256
7854,0.74,-38.435,1,0,269,3.5586794364253227
7864,1.056,-39.097,1,0,296,3.5626363453222507
7874,1.357,-39.934,1,0,258,3.564927126659651
7884,1.652,-40.631,1,0,300,3.565570059920441
7894,1.954,-40.896,1,0,274,3.564385884208167
7904,2.262,-40.955,1,0,283,3.5609663263077636
7914,2.562,-41.167,1,0,306,3.554736746878309
7924,2.861,-41.333,1,0,265,3.5450708665932065
7934,3.172,-41.176,1,0,312,3.5314028702493974
7944,3.484,-40.944,1,0,286,3.5133368365154567
7954,3.796,-40.71,1,0,284,3.490724094004143
7964,4.127,-40.199,1,0,309,3.4636270494155985
7974,4.493,-39.276,1,0,257,3.4321909954272463
7984,4.883,-38.14,1,0,304,3.3965900790673635
7994,5.291,-36.847,1,0,284,3.3570754488991867
8004,5.705,-35.566,1,0,287,3.313958234589873
8014,6.128,-34.265,1,0,319,3.2675249726734124
8024,6.571,-32.835,1,0,266,3.2180131393978635
8034,7.042,-31.216,1,0,312,3.165608202618338
8044,7.583,-28.799,1,0,280,3.1104305678932396
8054,8.152,-26.398,1,0,287,3.0526055546742774
8064,8.767,-23.736,1,0,307,2.992393662587406
8074,9.432,-20.816,1,0,268,2.930246524078621
8084,10.133,-17.904,1,0,317,2.8667395198499723
8094,10.862,-15.06,1,0,291,2.8024322331850997
8104,11.61,-12.325,1,0,288,2.737732026279206
8114,12.377,-9.627,1,0,323,2.6728195264377725
8124,13.163,-6.922,1,0,275,2.6076677347301684
8134,13.967,-4.231,0,0,326,2.5421638959335655
8144,14.791,-1.52,0,0,299,2.4762994641102902
8154,15.64,1.299,0,0,302,2.410322941913103
8164,16.515,4.278,0,0,318,2.3447406007639717
8174,17.416,7.463,0,0,275,2.2801627845364827
8184,18.343,10.84,-1,0,328,2.217121869071274
8194,19.293,14.417,-1,0,298,2.1559733374386925
8204,20.265,18.129,-1,0,295,2.0968854948014655
8214,21.255,21.915,-1,0,320,2.039898810669526
8224,22.274,25.975,-1,0,281,1.9850380047147078
8234,23.333,30.478,-1,0,330,1.9323895349175102
8244,24.471,36.061,-1,0,305,1.8820638798747282
8254,25.625,41.578,-1,0,299,1.8341002712046086
8264,26.798,47.03,-1,0,333,1.7884407166999554
8274,27.986,52.378,-1,0,285,1.7450069939165163
8284,29.187,57.627,-1,0,340,1.703783047017877
8294,30.391,62.744,-1,0,313,1.6648086911228597
8304,31.597,67.771,-1,0,313,1.6281353099999656
8314,32.807,72.764,-1,0,346,1.5938282425982433
8324,34.023,77.779,-1,0,300,1.5619753740616327
8334,35.237,82.641,-1,0,342,1.532659396210334
8344,36.449,87.363,-1,0,320,1.5059348222953735
8354,37.658,91.969,-1,0,325,1.481821355930779
8364,38.865,96.52,-1,0,354,1.4603113904936407
8374,40.067,100.963,-1,0,308,1.4414165044297722
8384,41.261,105.246,-1,0,354,1.425219313699649
8394,42.437,109.303,-1,0,331,1.4118666174350778
8404,43.584,113.01,-1,0,323,1.4015123705353523
8414,44.696,116.373,-1,0,358,1.3942651401675599
8424,45.77,119.319,-1,0,314,1.3901633818955794
8434,46.797,121.783,-1,0,351,1.389164469365493
8444,47.785,123.989,-1,0,327,1.3911450142171422
8454,48.76,126.286,-1,0,329,1.3959326779574495
8464,49.701,128.057,-1,0,355,1.4033597354585083
8474,50.608,129.492,-1,0,308,1.4132846274578528
8484,51.482,130.79,-1,0,355,1.425559931534267
8494,52.293,131.516,-1,0,336,1.439997498728968
8504,53.037,131.775,-1,0,322,1.4563675366089512
8514,53.709,131.604,-1,0,352,1.4744192499289794
8524,54.269,130.291,-1,0,309,1.4939176742887867
8534,54.739,128.313,-1,0,353,1.5146684989646828
8544,55.154,126.247,-1,0,332,1.5364907441852325
8554,55.541,124.363,-1,0,326,1.5591691128036262
8564,55.917,122.731,-1,0,348,1.5824422575789072
8574,56.287,121.443,-1,0,311,1.6060321599021412
8584,56.641,120.349,-1,0,353,1.6296765078212192
8594,56.972,119.397,-1,0,333,1.6531450521875348
8604,57.296,118.837,-1,0,331,1.6762692225397184
8614,57.626,118.971,-1,0,350,1.6989604110770504
8624,57.95,119.642,-1,0,311,1.7211482568406302
8634,58.236,120.283,-1,0,353,1.7426898287449815
8644,58.48,120.42,-1,0,336,1.763366234156103
8654,58.596,118.357,-1,0,324,1.7829452180988261
8664,58.673,116.119,-1,0,345,1.8012073881634423
8674,58.712,114.59,-1,0,309,1.8179667810498934
8684,58.73,113.764,-1,0,349,1.8331390496578899
8694,58.729,113.217,-1,0,332,1.8467638231696537
8704,58.7,112.498,-1,0,325,1.8589579918561225
8714,58.595,110.728,-1,0,354,1.869894084260528
8724,58.387,107.656,-1,0,306,1.8797890833018633
8734,58.089,103.825,-1,0,348,1.888871118183486
8744,57.745,100.225,-1,0,325,1.8973708521066108
8754,57.401,97.632,-1,0,321,1.90551900812705
8764,57.066,96.031,-1,0,356,1.9135118715353256
8774,56.724,94.94,-1,0,306,1.9214835035320992
8784,56.344,93.676,-1,0,347,1.9294957146748783
8794,55.901,91.564,-1,0,325,1.9375172365922748
8804,55.389,88.523,-1,0,317,1.9454128736808871
8814,54.834,85.276,-1,0,349,1.9529692749931624
8824,54.264,82.377,-1,0,303,1.9599368489398044
8834,53.687,79.789,-1,0,344,1.966058973309971
8844,53.116,77.53,-1,0,323,1.9710676573805845
8854,52.551,75.484,-1,0,323,1.9746547175119178
8864,51.952,73.108,-1,0,353,1.9764924694218136
8874,51.296,70.763,-1,0,306,1.9763440707476316
8884,50.554,68.187,-1,0,348,1.9741689756296292
8894,49.698,64.83,-1,0,322,1.9701064408922144
8904,48.748,60.751,-1,0,313,1.9643556536788311
8914,47.767,56.477,-1,0,346,1.9570806506533052
8924,46.809,52.702,-1,0,303,1.948391700654773
8934,45.89,49.678,-1,0,340,1.9383331283269207
8944,45.011,47.32,-1,0,326,1.9268531648782004
8954,44.162,45.234,-1,0,311,1.913802088182954
8964,43.333,43.149,-1,0,341,1.8989998548607419
8974,42.515,40.995,-1,0,295,1.8823829827753424
8984,41.685,38.62,-1,0,341,1.8641251958769982
8994,40.83,36.061,-1,0,328,1.8446045510984472
9004,39.953,33.501,-1,0,316,1.8242912856827749
9014,39.054,31.012,-1,0,348,1.8036964361017114
9024,38.14,28.653,-1,0,303,1.7833475356006652
9034,37.227,26.565,-1,0,343,1.7637226872643792
9044,36.323,24.703,-1,0,327,1.745200928883505
9054,35.425,22.917,-1,0,320,1.7280942240962804
9064,34.384,18.703,-1,0,348,1.7127190680705677
9074,33.51,17.632,-1,0,303,1.69941452476411
9084,32.665,16.893,-1,0,345,1.6884830633516161
9094,31.898,17.08,-1,0,325,1.6801189484008099
9104,31.144,17.582,-1,0,314,1.6743721750115692
9114,30.26,16.18,-1,0,349,1.6711394115213
9124,29.361,14.39,-1,0,301,1.670178377745595
9134,28.493,12.889,-1,0,342,1.67115770212737
9144,27.633,11.312,-1,0,318,1.6737289309499126
9154,26.775,9.663,-1,0,312,1.6775797029991766
9164,25.915,7.953,-1,0,350,1.682432693453675
9174,25.042,6.019,-1,0,299,1.6879971329138905
9184,24.158,3.96,0,0,340,1.6939370636338535
9194,23.276,1.99,0,0,327,1.6999130495022123
9204,22.405,0.276,0,0,310,1.705651076098765
9214,21.55,-1.172,0,0,344,1.7109472745366359
9224,20.699,-2.531,0,0,290,1.71562435960852
9234,19.854,-3.826,0,0,336,1.7195148984256188
9244,19.013,-5.109,0,0,324,1.7224615779303112
9254,18.169,-6.524,0,0,308,1.7243189298411437
9264,17.305,-8.415,0,0,343,1.7249990399130088
9274,16.407,-11.049,1,0,298,1.7245254949322752
9284,15.539,-13.092,1,0,332,1.723007961321592
9294,14.704,-14.458,1,0,316,1.7205726145515639
9304,13.882,-15.414,1,0,300,1.7173590506133163
9314,13.044,-16.383,1,0,340,1.713591569538695
9324,12.162,-17.75,1,0,289,1.7096305480932024
9334,11.214,-20.079,1,0,338,1.7059397435624986
9344,10.184,-23.882,1,0,318,1.702992091456137
9354,9.067,-29.004,1,0,304,1.7011857647332056
9364,7.871,-35.022,1,0,340,1.700818907886868
9374,6.619,-41.482,1,0,298,1.7021006367843563
9384,5.368,-47.638,1,0,333,1.7051522975813984
9394,4.225,-52.046,1,0,312,1.71000415010835
9404,3.211,-54.712,1,0,299,1.7166068605148161
9414,2.274,-56.893,1,0,345,1.724844166955913
9424,1.344,-59.799,1,0,290,1.7345638813311997
9434,0.374,-63.828,1,0,330,1.745636622947487
9444,-0.707,-69.708,1,0,305,1.7579729984829335
9454,-1.969,-77.782,1,0,290,1.7714901712608846
9464,-3.343,-86.26,1,0,331,1.7860935151833506
9474,-4.691,-93.224,1,0,285,1.8016800146226246
9484,-5.827,-96.626,1,0,316,1.8181648153347791
9494,-6.794,-98.474,1,0,297,1.83552171626545
9504,-7.681,-99.872,1,0,283,1.8537633935569158
9514,-8.575,-101.504,1,0,314,1.8728615018126866
9524,-9.513,-103.465,1,0,269,1.892691640504244
9534,-10.474,-105.72,1,0,305,1.9130381286437017
9544,-11.383,-107.833,1,0,284,1.933628528187213
9554,-12.241,-110.163,1,0,270,1.9541649248890838
9564,-13.086,-112.797,1,0,296,1.9743849572703476
9574,-13.924,-114.859,1,0,254,1.9941589877457646
9584,-14.694,-115.093,1,0,301,2.013510580011564
9594,-15.391,-114.27,1,0,277,2.032525713411828
9604,-16.033,-113.462,1,0,262,2.051263333395461
9614,-16.621,-112.922,1,0,297,2.0697397571670395
9624,-17.159,-112.481,1,0,245,2.0879753494680067
9634,-17.639,-111.707,1,0,297,2.106038063355652
9644,-18.083,-110.961,1,0,277,2.1240228673352126
9654,-18.515,-110.613,1,0,261,2.14202220030223
9664,-18.951,-110.761,1,0,298,2.16014234373994
9674,-19.387,-111.291,1,0,250,2.1784937775321875
9684,-19.753,-111.173,1,0,287,2.1971245454680908
9694,-20.025,-110.536,1,0,268,2.2159792369083093
9704,-20.157,-109.069,1,0,257,2.2349142891551432
9714,-20.14,-106.86,1,0,294,2.2537130946260957
9724,-20.006,-104.296,1,0,247,2.272101901080961
9734,-19.786,-101.418,1,0,289,2.2898354459134076
9744,-19.503,-98.174,1,0,270,2.306819510939311
9754,-19.177,-94.678,1,0,245,2.3231300027009683
9764,-18.836,-91.5,1,0,285,2.33889768552464
9774,-18.495,-89.025,1,0,236,2.354182535385414
9784,-18.17,-87.542,1,0,277,2.368926878978645
9794,-17.844,-86.652,1,0,260,2.382963376127217
9804,-17.486,-85.687,1,0,235,2.3960343404384314
9814,-17.107,-84.608,1,0,272,2.4078533072937405
9824,-16.702,-83.149,1,0,225,2.4182433105604004
9834,-16.279,-81.476,1,0,273,2.427236140856687
9844,-15.87,-80.152,1,0,249,2.4350001388845652
9854,-15.467,-79.039,1,0,241,2.4416689481255553
9864,-15.055,-77.827,1,0,279,2.4472248899548994
9874,-14.615,-76.247,1,0,230,2.451471150026492
9884,-14.121,-74.198,1,0,276,2.45404996400395
9894,-13.558,-71.504,1,0,262,2.4545182139789152
9904,-12.945,-68.536,1,0,258,2.4524928046923518
9914,-12.314,-65.809,1,0,282,2.4477475320832123
9924,-11.672,-63.485,1,0,234,2.4401815177219746
9934,-11.014,-61.529,1,0,282,2.429798255945813
9944,-10.333,-59.807,1,0,269,2.416781699883711
9954,-9.631,-58.291,1,0,263,2.401514475635486
9964,-8.909,-56.895,1,0,300,2.3844500663716666
9974,-8.154,-55.304,1,0,262,2.3659964853505553
9984,-7.376,-53.623,1,0,304,2.3465386014236556
9994,-6.572,-51.723,1,0,289,2.3265129137518734
10004,-5.761,-49.885,1,0,279,2.3064124022109715
10014,-4.959,-48.314,1,0,312,2.2867212994413344
10024,-4.158,-46.882,1,0,274,2.2678549236110324
10034,-3.34,-45.332,1,0,316,2.250153400901639
10044,-2.501,-43.675,1,0,300,2.233896152855756
10054,-1.643,-41.979,1,0,279,2.2192879665075704
10064,-0.761,-40.097,1,0,322,2.2064489972729753
10074,0.136,-38.214,1,0,282,2.1954377461106014
10084,1.043,-36.4,1,0,319,2.186250084762763
10094,1.981,-34.278,1,0,298,2.178786431102074
10104,2.99,-31.137,1,0,291,2.1728789093887775
10114,4.04,-27.594,1,0,321,2.1684049583621428
10124,5.122,-23.827,1,0,285,2.1653738962466687
10134,6.237,-19.823,1,0,324,2.1638870870012337
10144,7.376,-15.805,1,0,312,2.164037745389863
10154,8.539,-11.745,1,0,292,2.1658626217786163
10164,9.73,-7.618,1,0,331,2.1693323306736603
10174,10.952,-3.407,0,0,294,2.1743345157750023
10184,12.218,1.14,0,0,326,2.180678396762409
10194,13.53,6.058,0,0,313,2.1881424319237297
10204,14.884,11.297,-1,0,300,2.1965309201338106
10214,16.251,16.364,-1,0,341,2.205708555235099
10224,17.636,21.38,-1,0,295,2.215612002975948
10234,19.05,26.506,-1,0,327,2.2262266520396925
10244,20.478,31.53,-1,0,314,2.237531065310312
10254,21.934,36.735,-1,0,303,2.2495031253854507
10264,23.419,42.109,-1,0,334,2.2622471910049855
10274,24.93,47.554,-1,0,299,2.276104773042822
10284,26.463,53.007,-1,0,337,2.2915968260544934
10294,28.026,58.599,-1,0,335,2.3092533145651544
10304,29.665,65.121,-1,0,305,2.329489464114456
10314,31.321,71.481,-1,0,350,2.3526057201015385
10324,32.981,77.535,-1,0,310,2.3788495263703857
10334,34.638,83.341,-1,0,352,2.408427421467725
10344,36.28,88.791,-1,0,345,2.4414756883165403
10354,37.903,93.862,-1,0,317,2.4780674726098253
10364,39.521,98.758,-1,0,365,2.518238663291174
10374,41.155,103.876,-1,0,329,2.562001851103688
10384,42.799,109.159,-1,0,358,2.609383927275023
10394,44.43,114.282,-1,0,346,2.66047438158635
10404,46.038,119.164,-1,0,329,2.715402911171283
10414,47.626,123.952,-1,0,367,2.7742277396442367
10424,49.196,128.788,-1,0,328,2.836818793476897
10434,50.742,133.611,-1,0,355,2.9028010676440723
10444,52.26,138.394,-1,0,349,2.9715431377500754
10454,53.75,143.172,-1,0,326,3.0421761159714067
10464,55.182,147.48,-1,0,365,3.113654033760633
10474,56.529,150.948,-1,0,322,3.1848333249167187
10484,57.775,153.451,-1,0,348,3.254526729332257
10494,58.905,154.967,-1,0,344,3.321533409742909
10504,59.921,155.671,-1,0,318,3.3846862924830736
10514,60.791,154.905,-1,0,358,3.442911443875431
10524,61.588,153.768,-1,0,319,3.495219860731629
10534,62.354,152.739,-1,0,348,3.540608389630251
10544,63.088,151.831,-1,0,348,3.5780101450383586
10554,63.792,151.216,-1,0,322,3.606396343434216
10564,64.484,151.304,-1,0,358,3.624915452319994
10574,65.148,151.622,-1,0,314,3.632954436341335
10584,65.755,151.531,-1,0,346,3.6301574509847687
10594,66.294,150.824,-1,0,335,3.6164254551501056
10604,66.764,149.563,-1,0,307,3.591838797105416
10614,67.152,147.699,-1,0,336,3.556535853987394
10624,67.457,145.373,-1,0,296,3.5107061701757414
10634,67.692,142.966,-1,0,327,3.454722476953221
10644,67.88,140.909,-1,0,325,3.3892485047973113
10654,68.03,139.002,-1,0,295,3.3152385599856613
10664,68.123,136.61,-1,0,341,3.2338713946884776
10674,68.161,133.771,-1,0,305,3.146442120347138
10684,68.14,130.572,-1,0,340,3.0542616686007737
10694,68.047,127.061,-1,0,333,2.9586583344021546
10704,67.904,123.8,-1,0,303,2.8610355755378123
10714,67.738,120.981,-1,0,352,2.7628338796237655
10724,67.565,118.479,-1,0,302,2.6653998146240334
10734,67.373,116.221,-1,0,342,2.569894150568334
10744,67.071,113.108,-1,0,335,2.477287590301336
10754,66.686,109.792,-1,0,310,2.388392003216303
10764,66.233,106.012,-1,0,349,2.303885303530679
10774,65.744,102.048,-1,0,313,2.224332352575622
10784,65.299,99.344,-1,0,344,2.1501930800294096
10794,64.941,98.404,-1,0,338,2.0818111469251654
10804,64.675,98.973,-1,0,316,2.0194034071364024
10814,64.475,100.647,-1,0,356,1.9630443458689655
10824,64.295,102.786,-1,0,313,1.9126458778366542
10834,64.05,103.448,-1,0,348,1.8679825201562998
10844,63.632,100.898,-1,0,342,1.828770741786814
10854,63.084,96.982,-1,0,311,1.7947235276074671
10864,62.455,92.926,-1,0,356,1.7655198445540672
10874,61.77,88.996,-1,0,312,1.7407341854222707
10884,61.032,85.06,-1,0,340,1.7198032878139655
10894,60.222,80.722,-1,0,337,1.7020426390705294
10904,59.327,75.92,-1,0,302,1.686708779229291
10914,58.356,70.969,-1,0,346,1.6731267411155286
10924,57.308,65.785,-1,0,305,1.6608310309782726
10934,56.24,61.171,-1,0,339,1.6495950255979885
10944,55.163,57.213,-1,0,330,1.6393186790813563
10954,54.078,53.753,-1,0,308,1.6298973769400404
10964,52.986,50.604,-1,0,353,1.6211854997352657
10974,51.889,47.523,-1,0,307,1.6130416336463724
10984,50.802,44.487,-1,0,339,1.6053838875833757
10994,49.725,41.306,-1,0,327,1.598198906786643
11004,48.649,37.862,-1,0,309,1.591485232355734
11014,47.574,34.331,-1,0,350,1.5851755894510455
11024,46.511,31.022,-1,0,305,1.5791095643454862
11034,45.459,28.102,-1,0,337,1.5730737325309858
11044,44.415,25.658,-1,0,333,1.566855540430061
11054,43.367,23.662,-1,0,303,1.5602771120956036
11064,42.306,21.938,-1,0,341,1.5532607535888814
11074,41.244,20.501,-1,0,306,1.545923188602057
11084,40.184,19.162,-1,0,339,1.5385814223480816
11094,39.137,17.933,-1,0,337,1.5316618230246786
11104,38.122,17.103,-1,0,305,1.525632936842973
11114,37.128,16.502,-1,0,348,1.5209837861787372
11124,36.109,15.463,-1,0,313,1.5181904750540243
11134,35.062,14.058,-1,0,334,1.5176775125276416
11144,33.986,12.327,-1,0,328,1.5197994240592965
11154,32.909,10.457,-1,0,305,1.5248391155136358
11164,31.847,8.676,-1,0,345,1.533028599813278
11174,30.797,6.988,-1,0,305,1.5445774678367943
11184,29.735,5.062,-1,0,331,1.559666446451166
11194,28.644,2.674,0,0,330,1.5784260431007684
11204,27.517,-0.313,0,0,302,1.6009549824429188
11214,26.357,-3.931,0,0,347,1.6273566920335276
11224,25.177,-7.933,0,0,300,1.6577335917352065
11234,24.008,-11.756,1,0,323,1.6921370235421547
11244,22.857,-15.146,1,0,325,1.7305294599382364
11254,21.719,-18.051,1,0,297,1.7727928885554687
11264,20.568,-20.799,1,0,340,1.8187428135872767
11274,19.396,-23.596,1,0,298,1.8681047670630657
11284,18.211,-26.325,1,0,324,1.9204779043527478
11294,17.009,-28.995,1,0,325,1.975323410896155
11304,15.775,-31.861,1,0,298,2.031974026857722
11314,14.528,-35.246,1,0,341,2.089654485839279
11324,13.31,-38.424,1,0,295,2.1475100806858465
11334,12.194,-39.871,1,0,326,2.204624552563343
11344,11.093,-41.047,1,0,317,2.260046367704992
11354,10.02,-42.606,1,0,284,2.312902897852804
11364,8.948,-45.096,1,0,333,2.362591218145423
11374,7.811,-49.297,1,0,298,2.4088754188663817
11384,6.574,-55.137,1,0,319,2.4517826723360665
11394,5.303,-61.011,1,0,324,2.4914327438037818
11404,4.1,-65.286,1,0,296,2.527993651441323
11414,3.03,-67.454,1,0,338,2.5617594559033168
11424,2.083,-68.386,1,0,291,2.5932216944266084
11434,1.212,-69.479,1,0,315,2.6230658375092992
11444,0.356,-71.772,1,0,311,2.6520900399814673
11454,-0.5,-75.128,1,0,279,2.6810704366137648
11464,-1.388,-79.267,1,0,321,2.710632641353301
11474,-2.319,-83.653,1,0,274,2.7411897590159757
11484,-3.291,-88.009,1,0,297,2.772944220733815
11494,-4.209,-91.253,1,0,294,2.8059201651895074
11504,-5.002,-93.203,1,0,256,2.8400376864352683
11514,-5.721,-94.91,1,0,301,2.8752082853935206
11524,-6.385,-96.261,1,0,258,2.9113554961985555
11534,-7.021,-97.559,1,0,291,2.948362666248213
11544,-7.815,-101.958,1,0,275,2.986033743000513
11554,-8.675,-106.773,1,0,239,3.0240604172809364
11564,-9.547,-111.172,1,0,290,3.0619878691485947
11574,-10.428,-115.601,1,0,244,3.0992112944121173
11584,-11.314,-120.095,1,0,266,3.134971063847032
11594,-12.145,-123.453,1,0,256,3.1683641638967814
11604,-12.855,-124.645,1,0,230,3.198465921894181
11614,-13.418,-123.614,1,0,277,3.2245116679673274
11624,-13.802,-120.394,1,0,235,3.2459560618689434
11634,-14.044,-116.41,1,0,265,3.2624025030140293
11644,-14.217,-113.364,1,0,270,3.2735915078522435
11654,-14.319,-111.262,1,0,232,3.279465049194832
11664,-14.343,-109.807,1,0,272,3.280125503737443
11674,-14.32,-108.716,1,0,236,3.275687786405232
11684,-14.279,-107.542,1,0,266,3.2662239771484116
11694,-14.225,-106.258,1,0,264,3.251865693924623
11704,-14.163,-105.24,1,0,232,3.232895557842491
11714,-14.113,-104.798,1,0,270,3.2096784408976773
11724,-14.07,-104.521,1,0,231,3.1825184452280064
11734,-14.011,-103.935,1,0,262,3.1516026202783554
11744,-13.928,-103.008,1,0,260,3.1170477187619934
11754,-13.78,-101.28,1,0,224,3.079011217142876
11764,-13.543,-98.64,1,0,276,3.0378472942444814
11774,-13.269,-96.195,1,0,241,2.9942130845526647
11784,-13.008,-94.555,1,0,272,2.94900463203014
11794,-12.744,-93.188,1,0,276,2.903152125717716
11804,-12.467,-91.835,1,0,245,2.8574437918441764
11814,-12.174,-90.423,1,0,299,2.812481067574241
11824,-11.86,-88.951,1,0,263,2.768731891899586
11834,-11.514,-87.247,1,0,287,2.726624549561667
11844,-11.089,-84.545,1,0,292,2.686623956531739
11854,-10.574,-80.98,1,0,263,2.64922293819564
11864,-10.01,-77.461,1,0,314,2.614855485542981
11874,-9.429,-74.436,1,0,275,2.583826000510072
11884,-8.847,-72.089,1,0,302,2.5563127770745004
11894,-8.259,-70.163,1,0,306,2.532397174785007
11904,-7.647,-68.274,1,0,274,2.512069635345348
11914,-7.0,-66.262,1,0,323,2.4952540489450312
11924,-6.315,-64.087,1,0,288,2.481865698699093
11934,-5.582,-61.603,1,0,307,2.4718238460179203
11944,-4.801,-58.79,1,0,322,2.4649909708233992
11954,-3.982,-55.745,1,0,286,2.46110915180617
11964,-3.141,-52.718,1,0,335,2.4597770846470572
11974,-2.264,-49.606,1,0,300,2.460465283608314
11984,-1.323,-46.056,1,0,323,2.462587893721235
11994,-0.322,-42.193,1,0,324,2.465597862072852
12004,0.728,-38.16,1,0,292,2.4690070037683802
12014,1.811,-34.138,1,0,329,2.472363358434332
12024,2.918,-30.104,1,0,294,2.4752914746062706
12034,4.032,-26.255,1,0,323,2.4775273268628557
12044,5.154,-22.436,1,0,325,2.47886150054425
12054,6.302,-18.451,1,0,295,2.4790897088880515
12064,7.493,-14.092,1,0,338,2.4780387667523325
12074,8.731,-9.432,1,0,292,2.475570403924939
12084,10.009,-4.593,0,1,316,2.4715112519461537
12094,11.34,0.619,0,1,315,2.4656192342107075
12104,12.744,6.54,0,1,285,2.457679381208081
12114,14.206,12.919,-1,1,326,2.4476276038075717
12124,15.696,19.343,-1,1,298,2.435555614551071
12134,17.2,25.612,-1,1,326,2.4216759606001093
12144,18.714,31.711,-1,1,320,2.406395060919369
12154,20.325,39.103,-1,1,290,2.390383053158093
12164,21.974,46.564,-1,1,330,2.3744703930101743
12174,23.649,53.892,-1,1,296,2.3594623134643653
12184,25.319,60.69,-1,1,320,2.3460295780841633
12194,26.968,66.781,-1,1,319,2.3346747984013865
12204,28.595,72.295,-1,1,295,2.325738923177177
12214,30.229,77.785,-1,1,336,2.3194660316058977
12224,31.883,83.51,-1,1,299,2.316099062657714
12234,33.566,89.593,-1,1,326,2.315906394994961
12244,35.244,95.445,-1,1,336,2.3191033513756816
12254,36.907,100.933,-1,1,302,2.325768581517456
12264,38.554,106.085,-1,1,347,2.335853087518748
12274,40.21,111.284,-1,1,310,2.349239817419534
12284,41.894,116.848,-1,1,340,2.365749416577377
12294,43.627,123.162,-1,1,349,2.385083308131886
12304,45.407,130.184,-1,1,309,2.4067724543343236
12314,47.18,137.074,-1,1,357,2.4301664751971215
12324,48.889,143.151,-1,1,331,2.4544745930374603
12334,50.492,148.072,-1,1,353,2.4789033962621567
12344,51.979,152.01,-1,1,354,2.5028761510843824
12354,53.364,155.171,-1,1,322,2.5261534201392424
12364,54.646,157.509,-1,1,358,2.5487196247380455
12374,55.855,159.417,-1,1,327,2.5705620784393406
12384,57.0,161.068,-1,1,346,2.5915285018181478
12394,58.076,162.291,-1,1,352,2.6112865234924665
12404,59.092,163.199,-1,1,312,2.6293439684240334
12414,60.078,164.148,-1,1,353,2.6451547650689067
12424,61.022,164.858,-1,1,320,2.6583113217292182
12434,61.899,165.114,-1,1,337,2.6686688125378315
12444,62.703,165.114,-1,1,353,2.676267629704415
12454,63.426,164.747,-1,1,316,2.6811684164670653
12464,64.045,163.557,-1,1,357,2.68337013727092
12474,64.564,161.609,-1,1,320,2.6827877844306283
