timestamp_ms,pitch_deg,pitch_vel_dps,state,rep_id,ecg_raw
9034,37.227,26.565,-1,0,343
9044,36.323,24.703,-1,0,327
9054,35.425,22.917,-1,0,320
9064,34.384,18.703,-1,0,348
9074,33.51,17.632,-1,0,303
9084,32.665,16.893,-1,0,345
9094,31.898,17.08,-1,0,325
9104,31.144,17.582,-1,0,314
9114,30.26,16.18,-1,0,349
9124,29.361,14.39,-1,0,301
9134,28.493,12.889,-1,0,342
9144,27.633,11.312,-1,0,318
9154,26.775,9.663,-1,0,312
9164,25.915,7.953,-1,0,350
9174,25.042,6.019,-1,0,299
9184,24.158,3.96,0,0,340
9194,23.276,1.99,0,0,327
9204,22.405,0.276,0,0,310
9214,21.55,-1.172,0,0,344
9224,20.699,-2.531,0,0,290
9234,19.854,-3.826,0,0,336
9244,19.013,-5.109,0,0,324
9254,18.169,-6.524,0,0,308
9264,17.305,-8.415,0,0,343
9274,16.407,-11.049,1,0,298
9284,15.539,-13.092,1,0,332
9294,14.704,-14.458,1,0,316
9304,13.882,-15.414,1,0,300
9314,13.044,-16.383,1,0,340
9324,12.162,-17.75,1,0,289
9334,11.214,-20.079,1,0,338
9344,10.184,-23.882,1,0,318
9354,9.067,-29.004,1,0,304
9364,7.871,-35.022,1,0,340
9374,6.619,-41.482,1,0,298
9384,5.368,-47.638,1,0,333
9394,4.225,-52.046,1,0,312
9404,3.211,-54.712,1,0,299
9414,2.274,-56.893,1,0,345
9424,1.344,-59.799,1,0,290
9434,0.374,-63.828,1,0,330
9444,-0.707,-69.708,1,0,305
9454,-1.969,-77.782,1,0,290
9464,-3.343,-86.26,1,0,331
9474,-4.691,-93.224,1,0,285
9484,-5.827,-96.626,1,0,316
9494,-6.794,-98.474,1,0,297
9504,-7.681,-99.872,1,0,283
9514,-8.575,-101.504,1,0,314
9524,-9.513,-103.465,1,0,269
9534,-10.474,-105.72,1,0,305
9544,-11.383,-107.833,1,0,284
9554,-12.241,-110.163,1,0,270
9564,-13.086,-112.797,1,0,296
9574,-13.924,-114.859,1,0,254
9584,-14.694,-115.093,1,0,301
9594,-15.391,-114.27,1,0,277
9604,-16.033,-113.462,1,0,262
9614,-16.621,-112.922,1,0,297
9624,-17.159,-112.481,1,0,245
9634,-17.639,-111.707,1,0,297
9644,-18.083,-110.961,1,0,277
9654,-18.515,-110.613,1,0,261
9664,-18.951,-110.761,1,0,298
9674,-19.387,-111.291,1,0,250
9684,-19.753,-111.173,1,0,287
9694,-20.025,-110.536,1,0,268
9704,-20.157,-109.069,1,0,257
9714,-20.14,-106.86,1,0,294
9724,-20.006,-104.296,1,0,247
9734,-19.786,-101.418,1,0,289
9744,-19.503,-98.174,1,0,270
9754,-19.177,-94.678,1,0,245
9764,-18.836,-91.5,1,0,285
9774,-18.495,-89.025,1,0,236
9784,-18.17,-87.542,1,0,277
9794,-17.844,-86.652,1,0,260
9804,-17.486,-85.687,1,0,235
9814,-17.107,-84.608,1,0,272
9824,-16.702,-83.149,1,0,225
9834,-16.279,-81.476,1,0,273
9844,-15.87,-80.152,1,0,249
9854,-15.467,-79.039,1,0,241
9864,-15.055,-77.827,1,0,279
9874,-14.615,-76.247,1,0,230
9884,-14.121,-74.198,1,0,276
9894,-13.558,-71.504,1,0,262
9904,-12.945,-68.536,1,0,258
9914,-12.314,-65.809,1,0,282
9924,-11.672,-63.485,1,0,234
9934,-11.014,-61.529,1,0,282
9944,-10.333,-59.807,1,0,269
9954,-9.631,-58.291,1,0,263
9964,-8.909,-56.895,1,0,300
9974,-8.154,-55.304,1,0,262
9984,-7.376,-53.623,1,0,304
9994,-6.572,-51.723,1,0,289
10004,-5.761,-49.885,1,0,279
10014,-4.959,-48.314,1,0,312
10024,-4.158,-46.882,1,0,274
10034,-3.34,-45.332,1,0,316
10044,-2.501,-43.675,1,0,300
10054,-1.643,-41.979,1,0,279
10064,-0.761,-40.097,1,0,322
10074,0.136,-38.214,1,0,282
10084,1.043,-36.4,1,0,319
10094,1.981,-34.278,1,0,298
10104,2.99,-31.137,1,0,291
10114,4.04,-27.594,1,0,321
10124,5.122,-23.827,1,0,285
10134,6.237,-19.823,1,0,324
10144,7.376,-15.805,1,0,312
10154,8.539,-11.745,1,0,292
10164,9.73,-7.618,1,0,331
10174,10.952,-3.407,0,0,294
10184,12.218,1.14,0,0,326
10194,13.53,6.058,0,0,313
10204,14.884,11.297,-1,0,300
10214,16.251,16.364,-1,0,341
10224,17.636,21.38,-1,0,295
10234,19.05,26.506,-1,0,327
10244,20.478,31.53,-1,0,314
10254,21.934,36.735,-1,0,303
10264,23.419,42.109,-1,0,334
10274,24.93,47.554,-1,0,299
10284,26.463,53.007,-1,0,337
10294,28.026,58.599,-1,0,335
10304,29.665,65.121,-1,0,305
10314,31.321,71.481,-1,0,350
10324,32.981,77.535,-1,0,310
10334,34.638,83.341,-1,0,352
10344,36.28,88.791,-1,0,345
10354,37.903,93.862,-1,0,317
10364,39.521,98.758,-1,0,365
10374,41.155,103.876,-1,0,329
10384,42.799,109.159,-1,0,358
10394,44.43,114.282,-1,0,346
10404,46.038,119.164,-1,0,329
10414,47.626,123.952,-1,0,367
10424,49.196,128.788,-1,0,328
10434,50.742,133.611,-1,0,355
10444,52.26,138.394,-1,0,349
10454,53.75,143.172,-1,0,326
10464,55.182,147.48,-1,0,365
10474,56.529,150.948,-1,0,322
10484,57.775,153.451,-1,0,348
10494,58.905,154.967,-1,0,344
10504,59.921,155.671,-1,0,318
10514,60.791,154.905,-1,0,358
10524,61.588,153.768,-1,0,319
10534,62.354,152.739,-1,0,348
10544,63.088,151.831,-1,0,348
10554,63.792,151.216,-1,0,322
10564,64.484,151.304,-1,0,358
10574,65.148,151.622,-1,0,314
10584,65.755,151.531,-1,0,346
10594,66.294,150.824,-1,0,335
10604,66.764,149.563,-1,0,307
10614,67.152,147.699,-1,0,336
10624,67.457,145.373,-1,0,296
10634,67.692,142.966,-1,0,327
10644,67.88,140.909,-1,0,325
10654,68.03,139.002,-1,0,295
10664,68.123,136.61,-1,0,341
10674,68.161,133.771,-1,0,305
10684,68.14,130.572,-1,0,340
10694,68.047,127.061,-1,0,333
10704,67.904,123.8,-1,0,303
10714,67.738,120.981,-1,0,352
10724,67.565,118.479,-1,0,302
10734,67.373,116.221,-1,0,342
10744,67.071,113.108,-1,0,335
10754,66.686,109.792,-1,0,310
10764,66.233,106.012,-1,0,349
10774,65.744,102.048,-1,0,313
10784,65.299,99.344,-1,0,344
10794,64.941,98.404,-1,0,338
10804,64.675,98.973,-1,0,316
10814,64.475,100.647,-1,0,356
10824,64.295,102.786,-1,0,313
10834,64.05,103.448,-1,0,348
10844,63.632,100.898,-1,0,342
10854,63.084,96.982,-1,0,311
10864,62.455,92.926,-1,0,356
10874,61.77,88.996,-1,0,312
10884,61.032,85.06,-1,0,340
10894,60.222,80.722,-1,0,337
10904,59.327,75.92,-1,0,302
10914,58.356,70.969,-1,0,346
10924,57.308,65.785,-1,0,305
10934,56.24,61.171,-1,0,339
10944,55.163,57.213,-1,0,330
10954,54.078,53.753,-1,0,308
10964,52.986,50.604,-1,0,353
10974,51.889,47.523,-1,0,307
10984,50.802,44.487,-1,0,339
10994,49.725,41.306,-1,0,327
11004,48.649,37.862,-1,0,309
11014,47.574,34.331,-1,0,350
11024,46.511,31.022,-1,0,305
11034,45.459,28.102,-1,0,337
11044,44.415,25.658,-1,0,333
11054,43.367,23.662,-1,0,303
11064,42.306,21.938,-1,0,341
11074,41.244,20.501,-1,0,306
11084,40.184,19.162,-1,0,339
11094,39.137,17.933,-1,0,337
11104,38.122,17.103,-1,0,305
11114,37.128,16.502,-1,0,348
11124,36.109,15.463,-1,0,313
11134,35.062,14.058,-1,0,334
11144,33.986,12.327,-1,0,328
11154,32.909,10.457,-1,0,305
11164,31.847,8.676,-1,0,345
11174,30.797,6.988,-1,0,305
11184,29.735,5.062,-1,0,331
11194,28.644,2.674,0,0,330
11204,27.517,-0.313,0,0,302
11214,26.357,-3.931,0,0,347
11224,25.177,-7.933,0,0,300
11234,24.008,-11.756,1,0,323
11244,22.857,-15.146,1,0,325
11254,21.719,-18.051,1,0,297
11264,20.568,-20.799,1,0,340
11274,19.396,-23.596,1,0,298
11284,18.211,-26.325,1,0,324
11294,17.009,-28.995,1,0,325
11304,15.775,-31.861,1,0,298
11314,14.528,-35.246,1,0,341
11324,13.31,-38.424,1,0,295
11334,12.194,-39.871,1,0,326
11344,11.093,-41.047,1,0,317
11354,10.02,-42.606,1,0,284
11364,8.948,-45.096,1,0,333
11374,7.811,-49.297,1,0,298
11384,6.574,-55.137,1,0,319
11394,5.303,-61.011,1,0,324
11404,4.1,-65.286,1,0,296
11414,3.03,-67.454,1,0,338
11424,2.083,-68.386,1,0,291
11434,1.212,-69.479,1,0,315
11444,0.356,-71.772,1,0,311
11454,-0.5,-75.128,1,0,279
11464,-1.388,-79.267,1,0,321
11474,-2.319,-83.653,1,0,274
11484,-3.291,-88.009,1,0,297
11494,-4.209,-91.253,1,0,294
11504,-5.002,-93.203,1,0,256
11514,-5.721,-94.91,1,0,301
11524,-6.385,-96.261,1,0,258
11534,-7.021,-97.559,1,0,291
11544,-7.815,-101.958,1,0,275
11554,-8.675,-106.773,1,0,239
11564,-9.547,-111.172,1,0,290
11574,-10.428,-115.601,1,0,244
11584,-11.314,-120.095,1,0,266
11594,-12.145,-123.453,1,0,256
11604,-12.855,-124.645,1,0,230
11614,-13.418,-123.614,1,0,277
11624,-13.802,-120.394,1,0,235
11634,-14.044,-116.41,1,0,265
11644,-14.217,-113.364,1,0,270
11654,-14.319,-111.262,1,0,232
11664,-14.343,-109.807,1,0,272
11674,-14.32,-108.716,1,0,236
11684,-14.279,-107.542,1,0,266
11694,-14.225,-106.258,1,0,264
11704,-14.163,-105.24,1,0,232
11714,-14.113,-104.798,1,0,270
11724,-14.07,-104.521,1,0,231
11734,-14.011,-103.935,1,0,262
11744,-13.928,-103.008,1,0,260
11754,-13.78,-101.28,1,0,224
11764,-13.543,-98.64,1,0,276
11774,-13.269,-96.195,1,0,241
11784,-13.008,-94.555,1,0,272
11794,-12.744,-93.188,1,0,276
11804,-12.467,-91.835,1,0,245
11814,-12.174,-90.423,1,0,299
11824,-11.86,-88.951,1,0,263
11834,-11.514,-87.247,1,0,287
11844,-11.089,-84.545,1,0,292
11854,-10.574,-80.98,1,0,263
11864,-10.01,-77.461,1,0,314
11874,-9.429,-74.436,1,0,275
11884,-8.847,-72.089,1,0,302
11894,-8.259,-70.163,1,0,306
11904,-7.647,-68.274,1,0,274
11914,-7.0,-66.262,1,0,323
11924,-6.315,-64.087,1,0,288
11934,-5.582,-61.603,1,0,307
11944,-4.801,-58.79,1,0,322
11954,-3.982,-55.745,1,0,286
11964,-3.141,-52.718,1,0,335
11974,-2.264,-49.606,1,0,300
11984,-1.323,-46.056,1,0,323
11994,-0.322,-42.193,1,0,324
12004,0.728,-38.16,1,0,292
12014,1.811,-34.138,1,0,329
12024,2.918,-30.104,1,0,294
12034,4.032,-26.255,1,0,323
12044,5.154,-22.436,1,0,325
12054,6.302,-18.451,1,0,295
12064,7.493,-14.092,1,0,338
12074,8.731,-9.432,1,0,292
12084,10.009,-4.593,0,1,316
12094,11.34,0.619,0,1,315
12104,12.744,6.54,0,1,285
12114,14.206,12.919,-1,1,326
12124,15.696,19.343,-1,1,298
12134,17.2,25.612,-1,1,326
12144,18.714,31.711,-1,1,320
12154,20.325,39.103,-1,1,290
12164,21.974,46.564,-1,1,330
12174,23.649,53.892,-1,1,296
12184,25.319,60.69,-1,1,320
12194,26.968,66.781,-1,1,319
12204,28.595,72.295,-1,1,295
12214,30.229,77.785,-1,1,336
12224,31.883,83.51,-1,1,299
12234,33.566,89.593,-1,1,326
12244,35.244,95.445,-1,1,336
12254,36.907,100.933,-1,1,302
12264,38.554,106.085,-1,1,347
12274,40.21,111.284,-1,1,310
12284,41.894,116.848,-1,1,340
12294,43.627,123.162,-1,1,349
12304,45.407,130.184,-1,1,309
12314,47.18,137.074,-1,1,357
12324,48.889,143.151,-1,1,331
12334,50.492,148.072,-1,1,353
12344,51.979,152.01,-1,1,354
12354,53.364,155.171,-1,1,322
12364,54.646,157.509,-1,1,358
12374,55.855,159.417,-1,1,327
12384,57.0,161.068,-1,1,346
12394,58.076,162.291,-1,1,352
12404,59.092,163.199,-1,1,312
12414,60.078,164.148,-1,1,353
12424,61.022,164.858,-1,1,320
12434,61.899,165.114,-1,1,337
12444,62.703,165.114,-1,1,353
12454,63.426,164.747,-1,1,316
12464,64.045,163.557,-1,1,357
12474,64.564,161.609,-1,1,320
12484,65.005,158.917,-1,1,335
12494,65.392,155.656,-1,1,342
12504,65.748,152.075,-1,1,307
12514,66.101,148.663,-1,1,354
12524,66.47,145.871,-1,1,322
12534,66.88,144.011,-1,1,342
12544,67.305,142.513,-1,1,351
12554,67.691,140.756,-1,1,311
12564,67.823,135.568,-1,1,358
12574,67.917,131.195,-1,1,315
12584,67.923,126.39,-1,1,334
12594,67.869,121.868,-1,1,338
12604,67.814,118.607,-1,1,302
12614,67.798,116.796,-1,1,354
12624,67.798,115.724,-1,1,316
12634,67.77,114.749,-1,1,334
12644,67.651,113.113,-1,1,343
12654,67.398,110.213,-1,1,311
12664,67.019,106.393,-1,1,355
12674,66.581,102.904,-1,1,322
12684,66.114,100.058,-1,1,338
12694,65.631,97.798,-1,1,345
12704,65.129,95.854,-1,1,305
12714,64.581,93.623,-1,1,353
12724,63.954,90.686,-1,1,321
12734,63.231,87.058,-1,1,331
12744,62.421,83.14,-1,1,347
12754,61.529,78.99,-1,1,311
12764,60.566,74.616,-1,1,350
12774,59.548,70.116,-1,1,319
12784,58.539,66.581,-1,1,334
12794,57.525,63.583,-1,1,345
12804,56.494,60.78,-1,1,308
12814,55.443,57.895,-1,1,345
12824,54.364,54.595,-1,1,321
12834,53.252,50.757,-1,1,331
12844,52.111,46.47,-1,1,346
12854,50.959,42.043,-1,1,302
12864,49.812,37.775,-1,1,350
12874,48.685,33.912,-1,1,307
12884,47.581,30.571,-1,1,329
12894,46.506,27.828,-1,1,339
12904,45.456,25.633,-1,1,298
12914,44.413,23.672,-1,1,344
12924,43.375,21.824,-1,1,304
12934,42.354,20.254,-1,1,326
12944,41.362,19.108,-1,1,334
12954,40.388,18.265,-1,1,290
12964,39.419,17.522,-1,1,341
12974,38.446,16.801,-1,1,307
12984,37.451,15.813,-1,1,326
12994,36.454,14.899,-1,1,340
13004,35.465,14.065,-1,1,297
13014,34.488,13.229,-1,1,339
13024,33.523,12.328,-1,1,304
13034,32.556,11.17,-1,1,326
13044,31.565,9.616,-1,1,332
13054,30.538,7.619,-1,1,288
13064,29.473,5.201,-1,1,343
13074,28.385,2.475,0,1,303
13084,27.304,-0.276,0,1,326
13094,26.244,-2.852,0,1,334
13104,25.214,-4.969,0,1,295
13114,24.211,-6.56,0,1,342
13124,23.235,-7.692,0,1,305
13134,22.264,-8.697,0,1,319
13144,21.297,-9.728,0,1,336
13154,20.351,-10.577,1,1,296
13164,19.435,-11.121,1,1,340
13174,18.545,-11.442,1,1,307
13184,17.614,-12.738,1,1,323
13194,16.591,-15.608,1,1,334
13204,15.436,-20.227,1,1,285
13214,14.209,-25.684,1,1,332
13224,12.96,-31.299,1,1,300
13234,11.725,-36.68,1,1,319
13244,10.504,-42.009,1,1,331
13254,9.276,-47.579,1,1,286
13264,8.028,-53.472,1,1,329
13274,6.735,-59.949,1,1,297
13284,5.417,-66.577,1,1,306
13294,4.126,-72.579,1,1,319
13304,2.902,-77.438,1,1,275
13314,1.75,-81.111,1,1,325
13324,0.663,-83.928,1,1,283
13334,-0.371,-86.356,1,1,301
13344,-1.346,-88.695,1,1,317
13354,-2.366,-92.75,1,1,263
13364,-3.496,-98.561,1,1,307
13374,-4.619,-103.108,1,1,277
13384,-5.614,-104.669,1,1,292
13394,-6.446,-104.038,1,1,302
13404,-7.202,-104.264,1,1,249
13414,-7.933,-105.785,1,1,297
13424,-8.723,-108.752,1,1,271
13434,-9.561,-112.089,1,1,286
13444,-10.386,-114.768,1,1,300
13454,-11.114,-115.973,1,1,252
13464,-11.811,-117.455,1,1,305
13474,-12.49,-119.29,1,1,275
13484,-13.124,-120.525,1,1,286
13494,-13.69,-120.546,1,1,301
13504,-14.163,-119.181,1,1,250
13514,-14.566,-117.301,1,1,297
13524,-14.9,-115.215,1,1,265
13534,-15.14,-112.724,1,1,278
13544,-15.302,-110.231,1,1,294
13554,-15.391,-107.859,1,1,249
13564,-15.416,-105.668,1,1,298
13574,-15.401,-103.669,1,1,263
13584,-15.369,-101.821,1,1,280
13594,-15.328,-100.118,1,1,296
13604,-15.37,-100.052,1,1,252
13614,-15.453,-100.535,1,1,299
13624,-15.571,-101.386,1,1,266
13634,-15.672,-101.963,1,1,297
13644,-15.746,-102.413,1,1,298
13654,-15.777,-102.727,1,1,256
13664,-15.715,-102.307,1,1,308
13674,-15.52,-100.838,1,1,276
13684,-15.18,-98.17,1,1,299
13694,-14.769,-95.265,1,1,321
13704,-14.356,-92.813,1,1,277
13714,-13.946,-90.566,1,1,317
13724,-13.551,-88.613,1,1,302
13734,-13.147,-86.477,1,1,304
13744,-12.707,-84.096,1,1,330
13754,-12.248,-82.193,1,1,274
13764,-11.761,-80.72,1,1,329
13774,-11.238,-79.401,1,1,297
13784,-10.668,-77.945,1,1,307
13794,-10.054,-76.396,1,1,327
13804,-9.357,-74.109,1,1,284
13814,-8.598,-71.49,1,1,331
13824,-7.77,-68.454,1,1,296
13834,-6.895,-65.303,1,1,300
13844,-5.986,-62.006,1,1,310
13854,-5.059,-58.699,1,1,273
13864,-4.099,-55.139,1,1,315
13874,-3.089,-51.197,1,1,280
13884,-2.01,-46.721,1,1,298
13894,-0.856,-41.709,1,1,309
13904,0.368,-36.251,1,1,267
13914,1.652,-30.452,1,1,316
13924,2.983,-24.479,1,1,285
13934,4.349,-18.475,1,1,303
13944,5.754,-12.291,1,1,324
13954,7.195,-6.019,1,1,276
13964,8.682,0.52,0,2,334
13974,10.205,7.128,0,2,299
13984,11.773,13.938,-1,2,308
13994,13.38,20.874,-1,2,331
14004,15.026,27.926,-1,2,291
14014,16.783,36.315,-1,2,342
14024,18.579,44.648,-1,2,316
14034,20.408,52.853,-1,2,324
14044,22.256,60.761,-1,2,347
14054,24.111,68.326,-1,2,297
14064,25.959,75.485,-1,2,351
14074,27.803,82.406,-1,2,315
14084,29.645,89.161,-1,2,320
14094,31.476,95.645,-1,2,343
14104,33.282,101.659,-1,2,299
14114,35.059,107.158,-1,2,350
14124,36.821,112.331,-1,2,320
14134,38.59,117.405,-1,2,331
14144,40.344,122.009,-1,2,353
14154,42.072,126.192,-1,2,308
14164,43.772,130.176,-1,2,356
14174,45.428,133.842,-1,2,321
14184,47.044,137.396,-1,2,327
14194,48.61,140.764,-1,2,350
14204,50.123,143.998,-1,2,309
14214,51.569,147.039,-1,2,354
14224,52.913,149.41,-1,2,319
14234,54.189,151.813,-1,2,329
14244,55.422,154.569,-1,2,350
14254,56.615,157.475,-1,2,294
14264,57.776,160.386,-1,2,359
14274,58.865,162.547,-1,2,324
14284,59.871,163.951,-1,2,329
14294,60.798,164.775,-1,2,351
14304,61.607,164.506,-1,2,303
14314,62.302,163.345,-1,2,354
14324,62.908,161.748,-1,2,327
14334,63.451,159.948,-1,2,326
14344,63.958,158.174,-1,2,346
14354,64.451,156.797,-1,2,306
14364,64.934,155.884,-1,2,352
14374,65.388,155.103,-1,2,318
14384,65.796,154.116,-1,2,326
14394,66.147,152.642,-1,2,349
14404,66.435,150.499,-1,2,306
14414,66.656,147.502,-1,2,349
14424,66.807,143.784,-1,2,325
14434,66.972,141.042,-1,2,334
14444,67.149,139.439,-1,2,351
14454,67.316,138.234,-1,2,301
14464,67.423,136.428,-1,2,368
14474,67.442,133.711,-1,2,329
14484,67.372,130.206,-1,2,330
14494,67.235,126.278,-1,2,360
14504,67.051,122.395,-1,2,307
14514,66.846,118.935,-1,2,355
14524,66.623,115.716,-1,2,331
14534,66.346,112.321,-1,2,331
14544,65.97,108.262,-1,2,354
14554,65.472,103.404,-1,2,313
14564,64.862,98.267,-1,2,354
14574,64.152,93.152,-1,2,325
14584,63.37,88.279,-1,2,320
14594,62.552,83.771,-1,2,351
14604,61.728,79.658,-1,2,308
14614,60.907,75.987,-1,2,348
14624,60.08,72.795,-1,2,323
14634,59.175,69.036,-1,2,322
14644,58.174,64.978,-1,2,355
14654,57.101,61.159,-1,2,308
14664,55.982,57.702,-1,2,357
14674,54.835,54.323,-1,2,333
14684,53.709,50.785,-1,2,326
14694,52.62,47.124,-1,2,341
14704,51.573,43.565,-1,2,300
14714,50.569,40.304,-1,2,352
14724,49.595,37.434,-1,2,317
14734,48.63,34.95,-1,2,322
14744,47.64,32.545,-1,2,350
14754,46.605,29.971,-1,2,300
14764,45.555,27.552,-1,2,343
14774,44.546,25.912,-1,2,324
14784,43.595,25.165,-1,2,320
14794,42.672,24.839,-1,2,355
14804,41.742,24.475,-1,2,304
14814,40.787,23.826,-1,2,354
14824,39.82,22.98,-1,2,329
14834,38.856,22.051,-1,2,323
14844,37.893,21.145,-1,2,353
14854,36.904,20.033,-1,2,305
14864,35.89,18.66,-1,2,353
14874,34.865,17.179,-1,2,328
14884,33.832,15.488,-1,2,324
14894,32.808,13.722,-1,2,347
14904,31.802,12.078,-1,2,298
14914,30.791,10.26,-1,2,342
14924,29.754,8.023,-1,2,322
14934,28.714,5.732,-1,2,323
