feature,importance_mean,importance_std
env_init_mean,0.3142063492063492,0.13753015656842119
rom_deg,0.08380952380952383,0.07531256779064809
env_peak_desc,0.0762222222222222,0.08168883189109709
tempo_desc_ms,0.03003174603174603,0.074714432405493
env_int_asc,0.012317460317460328,0.06097102889343029
env_int_desc,0.012317460317460328,0.06097102889343029
tempo_asc_ms,0.004492063492063479,0.07210117363193923
env_peak_asc,-0.007317460317460325,0.06942140933148917
