ts_unix	user_id	side	proc_state	frame_id	rep_id	rms	mdf	sampen	msesen	iemg	rms_norm	dmdf	dsampen	dmsesen	diemg	FI	FI_ema	CV_norm	FI_hybrid	FIh_ema
1760781904.46	user01	R	RUN	17607819044	10	242.09	112.28	1.6	1.54	204.09	1.15	-0.29	-0.18	-0.13	0.18	-0.19	-0.12	0.1	-0.13	-0.06
1760781906.18	user01	R	RUN	17607819061	10	201.74	146.59	1.77	1.29	160.58	0.95	-0.08	-0.1	-0.27	-0.07	-0.14	-0.12	0.1	-0.09	-0.07
1760781907.99	user01	R	RUN	17607819079	10	191.78	121.64	2.49	1.46	159.74	0.91	-0.23	0.27	-0.17	-0.08	-0.03	-0.1	0.1	-0.0	-0.05
1760781909.7	user01	R	RUN	17607819097	10	253.52	110.58	2.02	1.49	201.29	1.2	-0.3	0.03	-0.15	0.16	-0.14	-0.11	0.1	-0.09	-0.06
1760781911.51	user01	R	RUN	17607819115	10	259.72	149.83	1.53	1.11	221.24	1.23	-0.06	-0.22	-0.37	0.28	-0.23	-0.15	0.1	-0.16	-0.09
1760781913.32	user01	R	RUN	17607819133	10	227.62	146.27	2.27	1.61	198.82	1.08	-0.08	0.15	-0.08	0.15	-0.01	-0.1	0.1	0.01	-0.06
1760781915.03	user01	R	RUN	17607819150	10	259.85	160.7	1.72	1.78	196.98	1.23	0.01	-0.12	0.01	0.14	-0.05	-0.09	0.1	-0.02	-0.05
1760781916.84	user01	R	RUN	17607819168	11	266.34	121.78	1.97	2.54	208.02	1.26	-0.23	0.0	0.44	0.2	0.07	-0.04	0.59	0.17	0.02
1760781918.55	user01	R	RUN	17607819185	11	204.0	119.33	1.67	1.34	169.23	0.97	-0.25	-0.15	-0.24	-0.02	-0.19	-0.08	0.59	-0.03	0.0
1760781920.26	user01	R	RUN	17607819202	11	272.08	120.93	1.88	1.63	191.33	1.29	-0.24	-0.04	-0.07	0.11	-0.13	-0.1	0.59	0.02	0.01
1760781922.17	user01	R	RUN	17607819221	11	233.5	141.94	1.93	0.97	184.31	1.11	-0.11	-0.01	-0.45	0.07	-0.2	-0.13	0.59	-0.04	-0.01
1760781923.88	user01	R	RUN	17607819238	12	241.01	161.81	1.88	2.34	185.52	1.14	0.02	-0.04	0.33	0.07	0.09	-0.06	0.4	0.16	0.04
1760781925.59	user01	R	RUN	17607819255	12	241.87	105.51	2.02	1.04	194.07	1.14	-0.34	0.03	-0.41	0.12	-0.23	-0.11	0.4	-0.1	-0.0
1760781927.4	user01	R	RUN	17607819274	13	242.7	97.99	1.75	1.53	208.73	1.15	-0.38	-0.11	-0.13	0.21	-0.19	-0.13	0.37	-0.08	-0.02
1760781929.11	user01	R	RUN	17607819291	13	248.62	134.74	1.48	1.46	189.01	1.18	-0.15	-0.25	-0.17	0.09	-0.19	-0.15	0.37	-0.08	-0.04
1760781931.02	user01	R	RUN	17607819310	14	223.68	124.53	2.38	1.81	186.54	1.06	-0.22	0.22	0.03	0.08	0.01	-0.1	0.54	0.12	0.01
1760781932.72	user01	R	RUN	17607819327	15	245.17	174.85	2.12	1.14	190.46	1.16	0.1	0.08	-0.35	0.1	-0.09	-0.1	0.1	-0.05	-0.01
1760781934.53	user01	R	RUN	17607819345	15	215.62	114.79	2.58	1.68	175.16	1.02	-0.28	0.32	-0.04	0.01	0.01	-0.07	0.1	0.03	0.0
1760781936.34	user01	R	RUN	17607819363	15	256.13	101.68	2.12	1.38	197.64	1.21	-0.36	0.08	-0.22	0.14	-0.16	-0.09	0.1	-0.11	-0.03
1760781938.14	user01	R	RUN	17607819381	16	212.13	95.78	2.54	1.26	173.75	1.0	-0.4	0.3	-0.29	0.0	-0.11	-0.1	0.1	-0.07	-0.04
1760781939.84	user01	R	RUN	17607819398	16	206.29	116.73	2.16	1.14	164.8	0.98	-0.26	0.1	-0.35	-0.05	-0.16	-0.12	0.1	-0.1	-0.06
1760781941.65	user01	R	RUN	17607819416	16	269.67	119.12	1.68	1.28	213.71	1.28	-0.25	-0.14	-0.27	0.24	-0.23	-0.15	0.1	-0.16	-0.09
1760781943.35	user01	R	RUN	17607819433	16	237.96	143.47	2.32	2.01	189.64	1.13	-0.1	0.18	0.14	0.1	0.07	-0.08	0.1	0.08	-0.04
1760781945.06	user01	R	RUN	17607819450	16	231.7	137.63	2.09	0.52	190.07	1.1	-0.13	0.07	-0.7	0.1	-0.27	-0.14	0.1	-0.19	-0.09
1760781946.86	user01	R	RUN	17607819468	16	214.44	173.11	1.75	1.65	172.5	1.01	0.09	-0.11	-0.06	-0.0	-0.03	-0.11	0.1	-0.01	-0.06
1760781948.67	user01	R	RUN	17607819486	17	229.91	143.83	2.5	2.22	186.76	1.09	-0.09	0.28	0.26	0.08	0.14	-0.03	0.73	0.26	0.03
1760781950.47	user01	R	RUN	17607819504	17	230.59	152.57	2.45	1.35	175.47	1.09	-0.04	0.25	-0.23	0.01	-0.03	-0.03	0.73	0.13	0.06
1760781952.18	user01	R	RUN	17607819521	17	233.16	88.7	1.56	1.82	186.92	1.1	-0.44	-0.2	0.04	0.08	-0.17	-0.07	0.73	0.01	0.05
1760781953.98	user01	R	RUN	17607819539	17	205.16	114.18	2.08	1.5	172.82	0.97	-0.28	0.06	-0.15	-0.0	-0.1	-0.08	0.73	0.07	0.05
1760781955.78	user01	R	RUN	17607819557	17	240.3	140.65	1.57	1.43	186.14	1.14	-0.11	-0.2	-0.19	0.08	-0.17	-0.11	0.73	0.01	0.04
1760781957.48	user01	R	RUN	17607819574	17	217.04	139.9	2.09	1.41	182.92	1.03	-0.12	0.06	-0.2	0.06	-0.08	-0.1	0.73	0.08	0.05
1760781959.19	user01	R	RUN	17607819591	17	234.55	96.64	1.91	1.25	194.87	1.11	-0.39	-0.03	-0.29	0.13	-0.22	-0.14	0.73	-0.03	0.03
1760781960.99	user01	R	RUN	17607819609	17	234.99	128.69	2.28	1.23	187.21	1.11	-0.19	0.16	-0.3	0.08	-0.11	-0.13	0.73	0.05	0.04
1760781962.8	user01	R	RUN	17607819627	17	205.78	147.66	1.69	1.32	170.39	0.97	-0.07	-0.14	-0.25	-0.01	-0.14	-0.13	0.73	0.03	0.03
1760781964.6	user01	R	RUN	17607819645	18	261.64	98.6	1.74	1.5	203.78	1.24	-0.38	-0.11	-0.15	0.18	-0.2	-0.15	0.49	-0.07	0.0
1760781966.3	user01	R	RUN	17607819663	18	218.77	84.18	1.78	0.98	178.18	1.04	-0.47	-0.09	-0.44	0.03	-0.3	-0.2	0.49	-0.14	-0.04
1760781968.1	user01	R	RUN	17607819681	18	234.46	115.42	2.67	1.5	181.89	1.11	-0.27	0.36	-0.15	0.05	-0.02	-0.15	0.49	0.08	-0.0
1760781969.9	user01	R	RUN	17607819699	19	259.82	93.43	1.83	1.87	201.31	1.23	-0.41	-0.07	0.07	0.16	-0.12	-0.14	0.18	-0.06	-0.02
1760781971.6	user01	R	RUN	17607819716	19	246.77	133.06	1.88	1.55	190.87	1.17	-0.16	-0.04	-0.12	0.1	-0.11	-0.13	0.18	-0.05	-0.03
1760781973.4	user01	R	RUN	17607819734	19	237.15	137.58	2.27	1.16	186.26	1.12	-0.13	0.16	-0.34	0.08	-0.12	-0.13	0.18	-0.06	-0.04
1760781975.1	user01	R	RUN	17607819751	20	233.44	136.15	2.18	1.86	176.39	1.1	-0.14	0.11	0.06	0.02	0.01	-0.09	0.14	0.03	-0.02
1760781976.91	user01	R	RUN	17607819769	20	226.06	109.57	2.25	1.38	186.27	1.07	-0.31	0.14	-0.21	0.08	-0.12	-0.1	0.14	-0.06	-0.03
1760782012.79	user02	R	CALIB	17607820127	1	210.96	146.02	2.56	1.56	169.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1760782014.64	user02	R	RUN	17607820146	1	266.62	140.17	1.96	1.9	211.08	1.01	-0.04	-0.23	0.22	0.25	-0.0	-0.0	0.0	-0.0	-0.0
1760782016.47	user02	R	RUN	17607820164	1	215.2	130.41	2.24	1.11	168.05	0.82	-0.11	-0.13	-0.29	-0.01	-0.15	-0.05	0.0	-0.12	-0.04
1760782018.3	user02	R	RUN	17607820183	1	231.87	178.44	2.1	1.62	178.66	0.88	0.22	-0.18	0.04	0.05	0.03	-0.02	0.0	0.02	-0.02
1760782020.13	user02	R	RUN	17607820201	2	264.76	130.7	1.97	2.15	197.99	1.0	-0.1	-0.23	0.38	0.17	0.04	-0.01	0.4	0.11	0.02
1760782021.86	user02	R	RUN	17607820218	3	239.88	108.04	2.0	1.03	188.59	0.91	-0.26	-0.22	-0.34	0.11	-0.24	-0.08	0.32	-0.13	-0.03
1760782023.69	user02	R	RUN	17607820236	4	228.67	90.52	2.35	1.14	190.91	0.87	-0.38	-0.08	-0.27	0.13	-0.2	-0.11	0.09	-0.14	-0.06
1760782025.42	user02	R	RUN	17607820254	5	249.15	126.99	2.12	1.5	196.22	0.94	-0.13	-0.17	-0.04	0.16	-0.09	-0.11	0.07	-0.06	-0.06
1760782027.35	user02	R	RUN	17607820273	6	230.68	151.22	2.56	2.06	178.31	0.87	0.04	-0.0	0.32	0.05	0.13	-0.03	0.16	0.14	-0.0
1760782029.07	user02	R	RUN	17607820290	6	226.17	114.88	2.02	2.06	170.85	0.86	-0.21	-0.21	0.32	0.01	0.01	-0.02	0.16	0.04	0.01
1760782030.89	user02	R	RUN	17607820308	7	252.77	139.07	1.54	1.4	211.67	0.96	-0.05	-0.4	-0.1	0.25	-0.16	-0.06	0.16	-0.1	-0.02
1760782032.71	user02	R	RUN	17607820327	8	269.65	155.07	2.14	0.91	197.58	1.02	0.06	-0.16	-0.42	0.17	-0.18	-0.1	0.04	-0.14	-0.06
1760782034.43	user02	R	RUN	17607820344	9	215.95	138.07	1.79	1.28	182.53	0.82	-0.05	-0.3	-0.18	0.08	-0.15	-0.11	0.34	-0.05	-0.05
1760782036.25	user02	R	RUN	17607820362	10	273.1	153.28	2.12	1.86	194.33	1.04	0.05	-0.17	0.19	0.15	0.02	-0.07	0.31	0.08	-0.01
1760782038.07	user02	R	RUN	17607820380	13	256.01	123.71	1.94	1.57	195.87	0.97	-0.15	-0.24	0.01	0.16	-0.1	-0.08	0.14	-0.05	-0.03
1760789764.7	user03	R	CALIB	17607897646	0	254.74	109.84	1.9	1.07	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1760789766.53	user03	R	RUN	17607897665	0	245.06	91.25	1.87	1.86	200.23	0.96	-0.17	-0.01	0.73	0.05	0.21	0.21	0.0	0.17	0.17
1760789768.27	user03	R	RUN	17607897682	1	215.06	118.82	2.43	1.09	170.29	0.85	0.08	0.28	0.02	-0.1	0.13	0.19	0.0	0.1	0.15
1760789770.1	user03	R	RUN	17607897700	1	224.67	113.31	1.99	1.69	162.03	0.88	0.03	0.05	0.57	-0.15	0.23	0.2	0.0	0.19	0.16
1760789771.73	user03	R	RUN	17607897717	2	209.5	135.63	2.34	1.54	164.88	0.82	0.23	0.23	0.43	-0.13	0.3	0.23	0.41	0.32	0.21
1760789773.47	user03	R	RUN	17607897734	2	220.3	123.23	2.32	1.67	176.06	0.87	0.12	0.22	0.55	-0.07	0.3	0.25	0.41	0.33	0.24
1760789775.51	user03	R	RUN	17607897755	3	240.92	103.5	1.84	2.47	178.25	0.95	-0.06	-0.03	1.3	-0.06	0.44	0.31	0.35	0.42	0.3
1760789777.33	user03	R	RUN	17607897773	4	220.41	137.27	2.58	1.68	170.72	0.87	0.25	0.36	0.56	-0.1	0.38	0.33	0.03	0.31	0.3
1760789779.06	user03	R	RUN	17607897790	4	280.71	125.39	2.01	1.77	196.66	1.1	0.14	0.06	0.65	0.04	0.27	0.31	0.03	0.22	0.28
1760789780.78	user03	R	RUN	17607897807	5	209.89	114.08	2.47	1.78	157.81	0.83	0.04	0.3	0.66	-0.17	0.35	0.32	0.09	0.29	0.28
1760789782.71	user03	R	RUN	17607897827	5	250.88	129.18	2.02	0.92	181.21	0.99	0.18	0.07	-0.15	-0.05	0.01	0.23	0.09	0.03	0.21
1760789784.53	user03	R	RUN	17607897845	6	216.93	123.29	2.16	1.56	151.03	0.85	0.12	0.14	0.46	-0.21	0.25	0.23	0.06	0.21	0.21
1760789786.34	user03	R	RUN	17607897863	6	170.6	122.35	1.75	1.25	135.29	0.67	0.11	-0.08	0.16	-0.29	0.1	0.19	0.06	0.09	0.17
1760789788.06	user03	R	RUN	17607897880	7	238.24	137.46	2.04	1.9	184.93	0.94	0.25	0.07	0.77	-0.03	0.36	0.24	0.03	0.29	0.21
1760789789.88	user03	R	RUN	17607897898	7	205.34	137.3	2.69	1.47	164.35	0.81	0.25	0.42	0.37	-0.13	0.34	0.27	0.03	0.27	0.23
1760789791.59	user03	R	RUN	17607897915	7	202.06	163.62	2.11	1.78	161.79	0.79	0.49	0.11	0.65	-0.15	0.4	0.31	0.03	0.33	0.26
1760789793.51	user03	R	RUN	17607897935	9	232.33	121.39	2.13	0.7	183.68	0.91	0.11	0.12	-0.34	-0.03	-0.05	0.2	0.33	0.03	0.19
1760789795.22	user03	R	RUN	17607897952	10	204.3	135.19	1.89	1.4	153.4	0.8	0.23	-0.0	0.3	-0.19	0.18	0.2	0.53	0.25	0.21
1760789797.04	user03	R	RUN	17607897970	12	194.52	131.48	1.76	1.51	157.63	0.77	0.2	-0.08	0.4	-0.17	0.19	0.19	0.1	0.17	0.2
1760789798.75	user03	R	RUN	17607897987	13	208.4	134.15	1.96	1.6	167.88	0.82	0.22	0.03	0.49	-0.12	0.25	0.21	0.05	0.21	0.2
1760789800.57	user03	R	RUN	17607898005	14	220.74	133.94	2.14	1.81	179.46	0.87	0.22	0.13	0.69	-0.06	0.35	0.25	0.03	0.28	0.23
1760789802.38	user03	R	RUN	17607898023	14	202.69	81.95	2.14	2.1	167.95	0.8	-0.25	0.12	0.96	-0.12	0.33	0.28	0.03	0.27	0.24
1760789804.2	user03	R	RUN	17607898041	14	216.92	104.64	3.21	1.35	182.38	0.85	-0.05	0.69	0.26	-0.04	0.3	0.28	0.03	0.25	0.24
1760789806.01	user03	R	RUN	17607898060	14	203.46	121.0	2.06	1.52	161.95	0.8	0.1	0.08	0.42	-0.15	0.22	0.26	0.03	0.18	0.22
1760789807.72	user03	R	RUN	17607898077	14	188.53	140.31	2.29	1.12	154.01	0.74	0.28	0.21	0.05	-0.19	0.17	0.24	0.03	0.14	0.2
1760789809.53	user03	R	RUN	17607898095	14	197.77	120.21	2.1	1.47	155.79	0.78	0.09	0.1	0.36	-0.18	0.2	0.23	0.03	0.17	0.19
1760789811.33	user03	R	RUN	17607898113	14	202.61	125.29	2.54	1.27	167.24	0.8	0.14	0.33	0.18	-0.12	0.22	0.22	0.03	0.18	0.19
1760789813.04	user03	R	RUN	17607898130	14	203.17	138.69	2.22	1.41	162.05	0.8	0.26	0.17	0.32	-0.15	0.25	0.23	0.03	0.2	0.19
1760789814.85	user03	R	RUN	17607898148	14	200.81	154.57	1.99	1.62	161.97	0.79	0.41	0.05	0.5	-0.15	0.31	0.26	0.03	0.26	0.21
1760789816.56	user03	R	RUN	17607898165	14	220.19	140.28	2.25	0.56	172.12	0.87	0.28	0.19	-0.48	-0.09	-0.03	0.17	0.03	-0.02	0.14
1760789818.37	user03	R	RUN	17607898183	14	199.64	107.29	2.21	1.46	167.49	0.79	-0.02	0.16	0.36	-0.12	0.19	0.18	0.03	0.16	0.15
1760789820.18	user03	R	RUN	17607898201	14	248.34	84.59	1.6	1.2	181.07	0.98	-0.23	-0.16	0.12	-0.05	-0.06	0.11	0.03	-0.04	0.09
1760789821.69	user03	R	RUN	17607898216	14	230.2	146.58	1.95	1.39	170.17	0.91	0.33	0.02	0.29	-0.1	0.2	0.13	0.03	0.17	0.11
1760789823.8	user03	R	RUN	17607898237	14	201.72	137.39	2.15	1.02	162.31	0.79	0.25	0.13	-0.05	-0.15	0.11	0.13	0.03	0.09	0.11
1760789825.5	user03	R	RUN	17607898255	14	223.33	139.19	2.09	1.63	185.38	0.88	0.27	0.1	0.52	-0.02	0.29	0.18	0.03	0.24	0.15
1760789827.31	user03	R	RUN	17607898273	15	233.28	157.51	2.03	1.1	177.29	0.92	0.43	0.07	0.02	-0.07	0.15	0.17	0.59	0.23	0.17
1760789829.01	user03	R	RUN	17607898290	16	198.21	140.18	2.66	1.81	159.09	0.78	0.28	0.4	0.68	-0.16	0.45	0.25	0.4	0.44	0.25
1760789829.32	user03	R	RUN	17607898293	18	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.25	0.53	0.3	0.27
1760789829.32	user03	R	RUN	17607898293	18	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.25	0.53	0.3	0.28
1760789829.32	user03	R	RUN	17607898293	18	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.25	0.53	0.3	0.28
1760789829.32	user03	R	RUN	17607898293	18	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.25	0.53	0.3	0.29
1760789829.32	user03	R	RUN	17607898293	19	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.25	0.48	0.29	0.29
1760789829.32	user03	R	RUN	17607898293	21	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.25	0.49	0.29	0.29
1760789829.32	user03	R	RUN	17607898293	22	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.25	0.08	0.21	0.27
1760789829.32	user03	R	RUN	17607898293	24	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.24	0.03	0.2	0.25
1760789829.32	user03	R	RUN	17607898293	24	215.73	160.43	2.48	1.14	182.2	0.85	0.46	0.31	0.06	-0.04	0.24	0.24	0.03	0.2	0.23
1760789911.16	user04	R	CALIB	17607899111	0	243.67	130.5	2.21	1.62	166.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1760789913.0	user04	R	RUN	17607899129	1	248.24	124.79	2.29	2.26	195.79	1.0	-0.04	0.03	0.39	0.17	0.14	0.14	0.0	0.11	0.11
1760789914.83	user04	R	RUN	17607899148	1	247.76	129.77	1.69	1.52	173.95	1.0	-0.01	-0.24	-0.07	0.04	-0.1	0.07	0.0	-0.08	0.05
1760789916.56	user04	R	RUN	17607899165	2	224.62	95.79	2.08	1.5	166.21	0.91	-0.27	-0.06	-0.08	-0.0	-0.1	0.02	0.78	0.07	0.06
1760789918.39	user04	R	RUN	17607899183	3	179.97	167.15	1.91	1.57	150.12	0.73	0.28	-0.14	-0.03	-0.1	0.05	0.03	0.6	0.16	0.09
1760789920.12	user04	R	RUN	17607899201	5	207.04	109.6	2.81	0.7	164.24	0.83	-0.16	0.27	-0.57	-0.02	-0.14	-0.02	0.22	-0.07	0.04
1760789921.85	user04	R	RUN	17607899218	6	244.39	109.52	1.76	1.02	169.89	0.99	-0.16	-0.2	-0.37	0.02	-0.23	-0.09	0.07	-0.17	-0.02
1760789923.67	user04	R	RUN	17607899236	7	252.62	163.71	2.09	1.44	177.32	1.02	0.25	-0.06	-0.12	0.06	0.0	-0.06	0.07	0.02	-0.01
1760789925.5	user04	R	RUN	17607899254	8	200.18	64.94	2.05	2.09	152.46	0.81	-0.5	-0.07	0.29	-0.09	-0.03	-0.05	0.03	-0.02	-0.01
1760789927.22	user04	R	RUN	17607899272	9	236.54	110.69	2.27	1.39	185.75	0.95	-0.15	0.03	-0.14	0.11	-0.07	-0.06	0.08	-0.04	-0.02
1760789929.04	user04	R	RUN	17607899290	10	261.7	125.78	1.7	1.22	183.39	1.06	-0.04	-0.23	-0.25	0.1	-0.17	-0.09	0.05	-0.13	-0.05
1760789930.77	user04	R	RUN	17607899307	12	201.03	110.2	2.39	1.06	160.8	0.81	-0.16	0.08	-0.34	-0.04	-0.12	-0.1	0.05	-0.08	-0.06
1760789932.59	user04	R	RUN	17607899325	13	204.99	127.45	2.25	1.05	155.45	0.83	-0.02	0.01	-0.35	-0.07	-0.11	-0.1	0.04	-0.08	-0.07
1760789934.3	user04	R	RUN	17607899343	13	232.73	113.63	2.56	2.36	167.52	0.94	-0.13	0.16	0.45	0.0	0.18	-0.02	0.04	0.15	-0.0
1760789936.12	user04	R	RUN	17607899361	13	230.82	108.48	2.37	1.54	176.02	0.93	-0.17	0.07	-0.05	0.06	-0.03	-0.02	0.04	-0.02	-0.01
1760789937.84	user04	R	RUN	17607899378	13	208.59	112.01	2.02	1.95	160.41	0.84	-0.14	-0.09	0.2	-0.04	0.02	-0.01	0.04	0.03	0.0
1760789939.66	user04	R	RUN	17607899396	14	203.73	148.04	2.01	0.5	157.11	0.82	0.13	-0.09	-0.69	-0.06	-0.22	-0.07	0.69	-0.04	-0.01
1760789941.37	user04	R	RUN	17607899413	14	222.93	101.06	1.94	1.26	169.84	0.9	-0.23	-0.12	-0.23	0.02	-0.16	-0.1	0.69	0.01	-0.0
1760789943.19	user04	R	RUN	17607899431	16	248.76	140.03	1.97	0.89	172.11	1.0	0.07	-0.11	-0.45	0.03	-0.17	-0.12	0.65	-0.01	-0.0
1760789945.01	user04	R	RUN	17607899450	18	196.54	94.74	2.26	1.38	155.67	0.79	-0.27	0.02	-0.15	-0.07	-0.09	-0.11	0.09	-0.06	-0.02
1760789946.72	user04	R	RUN	17607899467	19	193.21	92.59	2.25	0.91	160.84	0.78	-0.29	0.01	-0.44	-0.04	-0.2	-0.14	0.04	-0.15	-0.06
1760792561.74	user09	R	CALIB	17607925617	0	225.39	157.84	2.22	1.18	174.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1760792563.47	user09	R	RUN	17607925634	0	212.45	190.59	1.79	1.02	177.32	0.95	0.21	-0.19	-0.13	0.01	-0.05	-0.05	0.0	-0.04	-0.04
1760792565.31	user09	R	RUN	17607925653	0	205.04	111.68	2.01	1.83	165.6	0.91	-0.29	-0.1	0.55	-0.05	0.1	-0.0	0.0	0.08	-0.0
1760792567.14	user09	R	RUN	17607925671	1	224.4	119.28	2.29	1.54	166.98	1.0	-0.24	0.03	0.31	-0.05	0.06	0.01	0.0	0.05	0.01
1760792568.97	user09	R	RUN	17607925689	3	196.61	154.7	2.26	1.69	160.53	0.87	-0.02	0.02	0.43	-0.08	0.16	0.06	0.11	0.15	0.05
